food,category,meal_type,ramadan_role,hydration_index,smart_swap,measure,grams,calories,protein_g,fat_g,sat_fat_g,carbs_g,fiber_g,sugars_g,sodium_mg,protein_pct,has_incomplete_name,is_extreme_portion
pad_thai (Small Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,7.43,6.0,2.06,30.0,2.0,5.03,400.0,14.9,False,False
pad_thai (Large Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,7.43,6.0,2.08,30.0,2.0,4.99,400.0,14.9,False,False
pad_thai (Small Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,7.5,6.0,2.1,30.0,2.0,5.0,400.0,15.0,False,False
pad_thai (Large Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,7.5,6.0,2.1,30.0,2.0,5.0,400.0,15.0,False,False
paella (Small Portion),"Breads, cereals, fastfood,grains",Flexible,Balanced,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,175.0,10.0,5.0,1.8,20.0,1.5,5.0,400.0,22.9,False,False
paella (Large Portion),"Breads, cereals, fastfood,grains",Flexible,Balanced,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,175.0,10.0,5.0,1.73,20.0,1.5,5.0,400.0,22.9,False,False
paella (Small Portion),"Breads, cereals, fastfood,grains",Main Course,Balanced,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,175.2,10.0,5.2,1.76,20.0,1.6,4.96,400.0,22.8,False,False
paella (Large Portion),"Breads, cereals, fastfood,grains",Main Course,Balanced,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,175.2,10.0,5.2,1.81,20.0,1.6,5.01,400.0,22.8,False,False
paella (Small Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,175.0,10.0,5.0,1.73,20.0,1.67,5.0,400.0,22.9,False,False
paella (Large Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,175.0,10.0,5.0,1.73,20.0,1.67,5.0,400.0,22.9,False,False
paella (Small Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,175.14,10.0,5.14,1.77,20.0,1.71,5.03,400.0,22.8,False,False
paella (Large Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,175.14,10.0,5.14,1.79,20.0,1.71,4.99,400.0,22.8,False,False
paella (Small Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,175.0,10.0,5.0,1.75,20.0,1.75,5.0,400.0,22.9,False,False
paella (Large Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,175.0,10.0,5.0,1.75,20.0,1.75,5.0,400.0,22.9,False,False
pancakes (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,250.0,6.0,8.0,4.0,35.0,2.0,35.0,150.0,9.6,False,False
pancakes (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,250.0,6.0,8.0,4.0,35.0,2.0,35.0,150.0,9.6,False,False
pancakes (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,250.0,6.0,8.0,4.0,35.33,2.0,35.33,150.0,9.6,False,False
pancakes (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,250.0,6.0,8.0,4.0,35.33,2.0,35.33,150.0,9.6,False,False
pancakes (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,250.0,6.0,8.0,4.0,35.0,2.0,35.0,150.0,9.6,False,False
pancakes (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,250.0,6.0,8.0,4.0,35.0,2.0,35.0,150.0,9.6,False,False
pancakes (Small Portion),"Desserts, sweets",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,250.0,6.0,8.0,4.0,35.2,2.0,35.2,150.0,9.6,False,False
pancakes (Large Portion),"Desserts, sweets",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,250.0,6.0,8.0,4.0,35.2,2.0,35.2,150.0,9.6,False,False
pancakes (Small Portion),"Desserts, sweets",Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,250.0,6.0,8.0,4.0,35.0,2.0,35.0,150.0,9.6,False,False
pancakes (Large Portion),"Desserts, sweets",Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,250.0,6.0,8.0,4.0,35.0,2.0,35.0,150.0,9.6,False,False
panna_cotta (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,300.0,5.0,20.0,10.0,25.0,0.0,25.0,150.0,6.7,False,False
panna_cotta (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,300.0,5.0,20.0,10.0,25.0,0.0,25.0,150.0,6.7,False,False
panna_cotta (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,300.0,5.33,20.0,10.0,25.33,0.0,25.33,150.0,7.1,False,False
panna_cotta (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,300.0,5.33,20.0,10.0,25.33,0.0,25.33,150.0,7.1,False,False
panna_cotta (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,300.0,5.0,20.0,10.0,25.0,0.0,25.0,150.0,6.7,False,False
panna_cotta (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,300.0,5.0,20.0,10.0,25.0,0.0,25.0,150.0,6.7,False,False
panna_cotta (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,300.0,5.2,20.0,10.0,25.2,0.0,25.2,150.0,6.9,False,False
panna_cotta (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,300.0,5.2,20.0,10.0,25.2,0.0,25.2,150.0,6.9,False,False
panna_cotta (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,300.0,5.0,20.0,10.0,25.0,0.0,25.0,150.0,6.7,False,False
panna_cotta (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,300.0,5.0,20.0,10.0,25.0,0.0,25.0,150.0,6.7,False,False
peking_duck (Small Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,266.67,20.0,16.67,6.67,6.67,0.0,0.0,60.0,30.0,False,False
peking_duck (Large Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,266.67,20.0,16.67,6.67,6.67,0.0,0.0,60.0,30.0,False,False
peking_duck (Small Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,266.5,20.0,16.5,6.6,6.5,0.0,0.0,60.0,30.0,False,False
peking_duck (Large Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,266.5,20.0,16.5,6.6,6.5,0.0,0.0,60.0,30.0,False,False
peking_duck (Small Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,266.8,20.0,16.8,6.72,6.8,0.0,0.0,60.0,30.0,False,False
peking_duck (Large Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,266.8,20.0,16.8,6.72,6.8,0.0,0.0,60.0,30.0,False,False
peking_duck (Small Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,266.67,20.0,16.67,6.67,6.67,0.0,0.0,60.0,30.0,False,False
peking_duck (Large Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,266.67,20.0,16.67,6.67,6.67,0.0,0.0,60.0,30.0,False,False
peking_duck (Small Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,266.57,20.0,16.57,6.63,6.57,0.0,0.0,60.0,30.0,False,False
peking_duck (Large Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,266.57,20.0,16.57,6.63,6.57,0.0,0.0,60.0,30.0,False,False
pho (Small Portion),Soups,Flexible,Lean Protein / Muscle Recovery,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,116.67,6.67,2.67,0.8,16.67,1.0,2.0,350.0,22.9,False,False
pho (Large Portion),Soups,Flexible,Lean Protein / Muscle Recovery,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,116.67,6.67,2.67,0.8,16.67,1.0,2.0,350.0,22.9,False,False
pho (Small Portion),Soups,Main Course,Lean Protein / Muscle Recovery,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,116.57,6.57,2.57,0.8,16.57,1.14,2.0,350.0,22.5,False,False
pho (Large Portion),Soups,Main Course,Lean Protein / Muscle Recovery,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,116.57,6.57,2.57,0.78,16.57,1.14,2.0,350.0,22.5,False,False
pho (Small Portion),Soups,Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,116.75,6.75,2.5,0.75,16.75,1.25,2.0,350.0,23.1,False,False
pho (Large Portion),Soups,Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,116.75,6.75,2.5,0.75,16.75,1.25,2.0,350.0,23.1,False,False
pho (Small Portion),Soups,Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,116.67,6.67,2.44,0.71,16.67,1.33,2.0,350.0,22.9,False,False
pho (Large Portion),Soups,Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,116.67,6.67,2.44,0.73,16.67,1.33,2.0,350.0,22.9,False,False
pho (Small Portion),Soups,Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,116.6,6.6,2.4,0.72,16.6,1.4,2.0,350.0,22.6,False,False
pho (Large Portion),Soups,Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,116.6,6.6,2.4,0.72,16.6,1.4,2.0,350.0,22.6,False,False
pizza (Small Portion),"Breads, cereals, fastfood,grains",Main Course,Heavy Meal / Craving,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,10.0,10.0,3.5,30.0,2.0,5.0,400.0,16.0,False,False
pizza (Large Portion),"Breads, cereals, fastfood,grains",Main Course,Heavy Meal / Craving,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,10.0,10.0,3.5,30.0,2.0,5.0,400.0,16.0,False,False
pizza (Small Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,10.0,10.0,3.52,30.0,2.0,4.96,400.0,16.0,False,False
pizza (Large Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,10.0,10.0,3.52,30.0,2.0,5.01,400.0,16.0,False,False
pizza (Small Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,10.0,10.0,3.47,30.0,2.0,5.0,400.0,16.0,False,False
pizza (Large Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,10.0,10.0,3.51,30.0,2.0,5.0,400.0,16.0,False,False
pizza (Small Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,10.0,10.0,3.49,30.0,2.0,5.03,400.0,16.0,False,False
pizza (Large Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,10.0,10.0,3.49,30.0,2.0,4.99,400.0,16.0,False,False
pizza (Small Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,10.0,10.0,3.5,30.0,2.0,5.0,400.0,16.0,False,False
pizza (Large Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,10.0,10.0,3.5,30.0,2.0,5.0,400.0,16.0,False,False
pork_chop (Small Portion),"Meat, Poultry",Flexible,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,233.33,20.0,14.67,5.87,0.0,0.0,0.0,60.0,34.3,False,False
pork_chop (Large Portion),"Meat, Poultry",Flexible,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,233.33,20.0,14.67,5.87,0.0,0.0,0.0,60.0,34.3,False,False
pork_chop (Small Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,233.5,20.0,14.5,5.8,0.0,0.0,0.0,60.0,34.3,False,False
pork_chop (Large Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,233.5,20.0,14.5,5.8,0.0,0.0,0.0,60.0,34.3,False,False
pork_chop (Small Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,233.2,20.0,14.4,5.76,0.0,0.0,0.0,60.0,34.3,False,False
pork_chop (Large Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,233.2,20.0,14.4,5.76,0.0,0.0,0.0,60.0,34.3,False,False
pork_chop (Small Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,233.33,20.0,14.33,5.73,0.0,0.0,0.0,60.0,34.3,False,False
pork_chop (Large Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,233.33,20.0,14.33,5.73,0.0,0.0,0.0,60.0,34.3,False,False
pork_chop (Small Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,233.43,20.0,14.29,5.71,0.0,0.0,0.0,60.0,34.3,False,False
pork_chop (Large Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,233.43,20.0,14.29,5.71,0.0,0.0,0.0,60.0,34.3,False,False
poutine (Small Portion),"Breads, cereals, fastfood,grains",Main Course,Heavy Meal / Craving,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,5.0,12.5,4.4,25.0,1.5,5.0,400.0,8.0,False,False
poutine (Large Portion),"Breads, cereals, fastfood,grains",Main Course,Heavy Meal / Craving,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,5.0,12.5,4.4,25.0,1.5,5.0,400.0,8.0,False,False
poutine (Small Portion),"Breads, cereals, fastfood,grains",Main Course,Heavy Meal / Craving,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,5.2,12.4,4.32,25.2,1.6,4.96,400.0,8.3,False,False
poutine (Large Portion),"Breads, cereals, fastfood,grains",Main Course,Heavy Meal / Craving,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,5.2,12.4,4.32,25.2,1.6,5.01,400.0,8.3,False,False
poutine (Small Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,5.0,12.67,4.47,25.0,1.67,5.0,400.0,8.0,False,False
poutine (Large Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,5.0,12.67,4.44,25.0,1.67,5.0,400.0,8.0,False,False
poutine (Small Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,5.14,12.57,4.4,25.14,1.71,5.03,400.0,8.2,False,False
poutine (Large Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,5.14,12.57,4.4,25.14,1.71,4.99,400.0,8.2,False,False
poutine (Small Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,5.0,12.5,4.4,25.0,1.75,5.0,400.0,8.0,False,False
poutine (Large Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,5.0,12.5,4.37,25.0,1.75,5.0,400.0,8.0,False,False
prime_rib (Small Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,300.0,20.0,22.5,9.0,0.0,0.0,0.0,800.0,26.7,False,False
prime_rib (Large Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,300.0,20.0,22.5,9.0,0.0,0.0,0.0,800.0,26.7,False,False
prime_rib (Small Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,300.0,20.0,22.4,8.96,0.0,0.0,0.0,800.0,26.7,False,False
prime_rib (Large Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,300.0,20.0,22.4,8.96,0.0,0.0,0.0,800.0,26.7,False,False
prime_rib (Small Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,300.0,20.0,22.67,9.07,0.0,0.0,0.0,800.0,26.7,False,False
prime_rib (Large Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,300.0,20.0,22.67,9.07,0.0,0.0,0.0,800.0,26.7,False,False
prime_rib (Small Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,300.0,20.0,22.57,9.03,0.0,0.0,0.0,800.0,26.7,False,False
prime_rib (Large Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,300.0,20.0,22.57,9.03,0.0,0.0,0.0,800.0,26.7,False,False
prime_rib (Small Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,300.0,20.0,22.5,9.0,0.0,0.0,0.0,800.0,26.7,False,False
prime_rib (Large Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,300.0,20.0,22.5,9.0,0.0,0.0,0.0,800.0,26.7,False,False
pulled_pork_sandwich (Small Portion),"Meat, Poultry",Main Course,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,200.0,10.0,7.5,3.0,20.0,1.5,0.0,60.0,20.0,False,False
pulled_pork_sandwich (Large Portion),"Meat, Poultry",Main Course,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,200.0,10.0,7.5,3.0,20.0,1.5,0.0,60.0,20.0,False,False
pulled_pork_sandwich (Small Portion),"Meat, Poultry",Main Course,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,200.0,10.0,7.6,3.04,20.0,1.6,0.0,60.0,20.0,False,False
pulled_pork_sandwich (Large Portion),"Meat, Poultry",Main Course,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,200.0,10.0,7.6,3.04,20.0,1.6,0.0,60.0,20.0,False,False
pulled_pork_sandwich (Small Portion),"Meat, Poultry",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,200.0,10.0,7.67,3.07,20.0,1.67,0.0,60.0,20.0,False,False
pulled_pork_sandwich (Large Portion),"Meat, Poultry",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,200.0,10.0,7.67,3.07,20.0,1.67,0.0,60.0,20.0,False,False
pulled_pork_sandwich (Small Portion),"Meat, Poultry",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,200.0,10.0,7.71,3.09,20.0,1.71,0.0,60.0,20.0,False,False
pulled_pork_sandwich (Large Portion),"Meat, Poultry",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,200.0,10.0,7.71,3.09,20.0,1.71,0.0,60.0,20.0,False,False
pulled_pork_sandwich (Small Portion),"Meat, Poultry",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,200.0,10.0,7.5,3.0,20.0,1.75,0.0,60.0,20.0,False,False
